critic,fresh,imdb,publication,quote,review_date,rtid,title
,none,0109676,Time Out,,2006-01-26,14119,Drop Zone
Stephen Holden,none,0109676,New York Times,,2003-05-20,14119,Drop Zone
,none,0109676,Globe and Mail,,2002-04-12,14119,Drop Zone
James Berardinelli,rotten,0109676,ReelViews,,2000-01-01,14119,Drop Zone
Hal Hinson,none,0109676,Washington Post,,2000-01-01,14119,Drop Zone
Desson Thomson,none,0109676,Washington Post,,2000-01-01,14119,Drop Zone
Roger Ebert,rotten,0109676,Chicago Sun-Times,,2000-01-01,14119,Drop Zone
,fresh,0109676,Entertainment Weekly,,1994-12-09,14119,Drop Zone
Lisa Schwarzbaum,rotten,0112854,Entertainment Weekly,,2011-09-07,770669883,Destiny Turns on the Radio
Todd McCarthy,none,0112854,Variety,,2009-03-26,770669883,Destiny Turns on the Radio
,none,0112854,Time Out,,2006-01-26,770669883,Destiny Turns on the Radio
Janet Maslin,none,0112854,New York Times,,2003-05-20,770669883,Destiny Turns on the Radio
,none,0112854,Globe and Mail,,2002-04-12,770669883,Destiny Turns on the Radio
Peter Rainer,none,0112854,Los Angeles Times,,2001-02-13,770669883,Destiny Turns on the Radio
James Berardinelli,rotten,0112854,ReelViews,,2000-01-01,770669883,Destiny Turns on the Radio
Mick LaSalle,none,0112854,San Francisco Chronicle,,2000-01-01,770669883,Destiny Turns on the Radio
Roger Ebert,rotten,0112854,Chicago Sun-Times,,2000-01-01,770669883,Destiny Turns on the Radio
Hal Hinson,none,0112854,Washington Post,,2000-01-01,770669883,Destiny Turns on the Radio
Jonathan Rosenbaum,fresh,0109579,Chicago Reader,"Polanski certainly gets the maximum voltage and precision out of his story and actors, keeping us preternaturally alert to shifting power relationships and delayed revelations.",2010-02-19,14478,Death and the Maiden
Todd McCarthy,fresh,0109579,Variety,"Kingsley shrewdly tantalizes the viewer about his identity, and gets to deliver the text's most riveting monologue at the end. The lesser-known Wilson may be the first among equals, impressing strongly as the equivocating husband.",2008-05-26,14478,Death and the Maiden
Geoff Andrew,fresh,0109579,Time Out,"Polanski wisely never opens out the action from the remote clifftop house. In keeping things claustrophobic, close-up and ambivalent, he heightens the suspense (not to mention the sexual tension).",2006-01-26,14478,Death and the Maiden
Caryn James,fresh,0109579,New York Times,"Mr. Polanski treads lightly on the clumsier lines, and sustains tension by creating an elegant, unobtrusive dance with the camera.",2003-05-20,14478,Death and the Maiden
Mick LaSalle,fresh,0109579,San Francisco Chronicle,Death and the Maiden forces the audience to confront questions about torture and punishment.,2002-06-18,14478,Death and the Maiden
Peter Travers,fresh,0109579,Rolling Stone,Polanski keeps the situation ambiguous to provoke questions of guilt and responsibility.,2001-05-12,14478,Death and the Maiden
James Berardinelli,rotten,0109579,ReelViews,Any degree of tension cultivated by Polanski is frequently undermined by Rafael Yglesias and Ariel Dorfman's sputtering script.,2000-01-01,14478,Death and the Maiden
Roger Ebert,fresh,0109579,Chicago Sun-Times,Richer than its materials might promise.,2000-01-01,14478,Death and the Maiden
Desson Thomson,rotten,0109579,Washington Post,The Polanski touch -- apart from a little suspense here and there -- is limited.,2000-01-01,14478,Death and the Maiden
Hal Hinson,rotten,0109579,Washington Post,The fundamental strength of Weaver's personality doesn't work here. Nor does her particular style of rage and sorrow.,2000-01-01,14478,Death and the Maiden
,fresh,0109579,Entertainment Weekly,,1995-06-01,14478,Death and the Maiden
Owen Gleiberman,rotten,0109642,Entertainment Weekly,,2011-09-07,13329,Dolores Claiborne
Brian Lowry,none,0109642,Variety,,2008-06-16,13329,Dolores Claiborne
,none,0109642,Time Out,,2006-01-26,13329,Dolores Claiborne
Janet Maslin,none,0109642,New York Times,,2003-05-20,13329,Dolores Claiborne
Mick LaSalle,fresh,0109642,San Francisco Chronicle,,2002-06-18,13329,Dolores Claiborne
,none,0109642,Globe and Mail,,2002-04-12,13329,Dolores Claiborne
Peter Travers,none,0109642,Rolling Stone,,2001-05-12,13329,Dolores Claiborne
Kenneth Turan,none,0109642,Los Angeles Times,,2001-02-13,13329,Dolores Claiborne
Roger Ebert,fresh,0109642,Chicago Sun-Times,,2000-01-01,13329,Dolores Claiborne
Hal Hinson,none,0109642,Washington Post,,2000-01-01,13329,Dolores Claiborne
Desson Thomson,none,0109642,Washington Post,,2000-01-01,13329,Dolores Claiborne
James Berardinelli,fresh,0109642,ReelViews,,2000-01-01,13329,Dolores Claiborne
,rotten,0109642,Entertainment Weekly,,1995-03-24,13329,Dolores Claiborne
Owen Gleiberman,fresh,0109686,Entertainment Weekly,"Dumb and Dumber, which features Carrey and Jeff Daniels as nitwits traveling cross-country, is a frayed string of gags posing as a movie. Carrey, though, does literal-minded doofdom with peerless enthusiasm.",2008-04-28,10194,Dumb and Dumber
Variety Staff,fresh,0109686,Variety,The wholeheartedness of this descent into crude and rude humor is so good-natured and precise that it's hard not to partake in the guilty pleasures of the exercise.,2008-04-28,10194,Dumb and Dumber
Jonathan Rosenbaum,rotten,0109686,Chicago Reader,This is a long way from the social comedy of Jerry Lewis. The characters here are ultimately turned into punching bags or punch-line dispensers.,2008-04-28,10194,Dumb and Dumber
,rotten,0109686,Time Out,"Given American cinema's current obsession with innocence and ignorance, at least this never romanticises its protagonists. They are genuinely, irredeemably, 100 per cent no-hopers.",2006-01-26,10194,Dumb and Dumber
,rotten,0109686,Toronto Star,,2003-06-14,10194,Dumb and Dumber
Stephen Holden,fresh,0109686,New York Times,"A movie that fully lives up to its name, right down to an opening credit sequence rife with intentional misspellings and grammatical errors.",2003-05-20,10194,Dumb and Dumber
Desson Thomson,rotten,0109686,Washington Post,"An uneven collection of bodily function jokes, facial gyrations, sexual jibes and pedestrian slapstick.",2000-01-01,10194,Dumb and Dumber
Rita Kempley,rotten,0109686,Washington Post,"An execrable catalogue of doody jokes, Dumb and Dumber is an abominable, abdominal comedy.",2000-01-01,10194,Dumb and Dumber
Peter Stack,fresh,0109686,San Francisco Chronicle,"Inspired, irreverent, spark-driven comedy that takes you places you never thought a movie would go -- even a Jim Carrey movie.",2000-01-01,10194,Dumb and Dumber
Roger Ebert,rotten,0109686,Chicago Sun-Times,"Carrey, I am now convinced, is a true original. In The Mask, he had the screenplay and production to back him up. Here, the filmmaking is more uncertain.",2000-01-01,10194,Dumb and Dumber
James Berardinelli,rotten,0109686,ReelViews,"While I won't claim to have gone through this entire film without laughing, there are some long periods between chuckles.",2000-01-01,10194,Dumb and Dumber
Steven Rea,fresh,0111797,Philadelphia Inquirer,"Lee's Eat Drink Man Woman is tender without being mushy, sweet without being syrupy -- and surprising in ways that can only make you smile.",2014-02-10,17093,Eat Drink Man Woman (Yin shi nan nu)
Jay Boyar,rotten,0111797,Orlando Sentinel,"But by the end, I felt that Lee had, so to speak, stuck a little too closely to the recipe: His movie is moderately enjoyable in a been-there, done-that sort of way.",2014-02-10,17093,Eat Drink Man Woman (Yin shi nan nu)
Michael Wilmington,fresh,0111797,Chicago Tribune,"Eat Drink Man Woman may not just amuse and entertain you. It's likely to make you very hungry, too-perhaps for more than food.",2014-02-10,17093,Eat Drink Man Woman (Yin shi nan nu)
Anthony Lane,rotten,0111797,New Yorker,"That guarantee of good taste is, finally, a bit of a downer; there are plenty of surprises, but no hint of risk.",2014-02-03,17093,Eat Drink Man Woman (Yin shi nan nu)
Jonathan Rosenbaum,fresh,0111797,Chicago Reader,Mildly charming.,2009-02-02,17093,Eat Drink Man Woman (Yin shi nan nu)
Leonard Klady,fresh,0111797,Variety,Ambitious and entertaining.,2008-07-23,17093,Eat Drink Man Woman (Yin shi nan nu)
Geoff Andrew,rotten,0111797,Time Out,"The food metaphor never carries weight, and the characterisations are too shallow to lend the film emotional punch.",2006-01-26,17093,Eat Drink Man Woman (Yin shi nan nu)
Janet Maslin,fresh,0111797,New York Times,"Wonderfully seductive, and nicely knowing about all of its characters' appetites.",2003-05-20,17093,Eat Drink Man Woman (Yin shi nan nu)
Desson Thomson,fresh,0111797,Washington Post,"The movie's main appeal -- beyond stomach yearnings caused by its cuisine -- comes from the actors, who infuse their archetypal roles with comedic appeal.",2000-01-01,17093,Eat Drink Man Woman (Yin shi nan nu)
Hal Hinson,fresh,0111797,Washington Post,Eat Drink Man Woman is a delicacy but also something more -- something like food for the heart.,2000-01-01,17093,Eat Drink Man Woman (Yin shi nan nu)
James Berardinelli,fresh,0111797,ReelViews,Who said foreign films can't be fun?,2000-01-01,17093,Eat Drink Man Woman (Yin shi nan nu)
Edward Guthmann,fresh,0111797,San Francisco Chronicle,"A spicy, well-written comedy about family, food and independence.",2000-01-01,17093,Eat Drink Man Woman (Yin shi nan nu)
Lisa Schwarzbaum,fresh,0111797,Entertainment Weekly,"The personalities in this well-drawn family combine to produce subtle new flavors -- and in the end, no one is spiced as you'd imagined they'd be.",1994-08-03,17093,Eat Drink Man Woman (Yin shi nan nu)
Owen Gleiberman,fresh,0109759,Entertainment Weekly,,2011-09-07,14191,Exotica
Leonard Klady,none,0109759,Variety,,2009-03-26,14191,Exotica
,none,0109759,Time Out,,2006-01-26,14191,Exotica
Joe Williams,fresh,0109759,St. Louis Post-Dispatch,,2005-07-07,14191,Exotica
Caryn James,none,0109759,New York Times,,2003-05-20,14191,Exotica
,none,0109759,Globe and Mail,,2002-04-12,14191,Exotica
Peter Travers,none,0109759,Rolling Stone,,2001-05-12,14191,Exotica
Kevin Thomas,none,0109759,Los Angeles Times,,2001-02-13,14191,Exotica
Hal Hinson,none,0109759,Washington Post,,2000-01-01,14191,Exotica
Stanley Kauffmann,none,0109759,The New Republic,,2000-01-01,14191,Exotica
Roger Ebert,fresh,0109759,Chicago Sun-Times,,2000-01-01,14191,Exotica
James Berardinelli,fresh,0109759,ReelViews,,2000-01-01,14191,Exotica
Desson Thomson,none,0109759,Washington Post,,2000-01-01,14191,Exotica
Mick LaSalle,none,0109759,San Francisco Chronicle,,2000-01-01,14191,Exotica
,fresh,0109759,Entertainment Weekly,,1994-05-16,14191,Exotica
Lisa Schwarzbaum,rotten,0109758,Entertainment Weekly,,2011-09-07,13163,Exit to Eden
Leonard Klady,none,0109758,Variety,,2009-03-26,13163,Exit to Eden
,none,0109758,Time Out,,2006-01-26,13163,Exit to Eden
Janet Maslin,none,0109758,New York Times,,2003-05-20,13163,Exit to Eden
,none,0109758,Globe and Mail,,2002-04-12,13163,Exit to Eden
James Berardinelli,rotten,0109758,ReelViews,,2000-01-01,13163,Exit to Eden
Richard Harrington,none,0109758,Washington Post,,2000-01-01,13163,Exit to Eden
Roger Ebert,rotten,0109758,Chicago Sun-Times,,2000-01-01,13163,Exit to Eden
,rotten,0109758,Entertainment Weekly,,1994-10-14,13163,Exit to Eden
Owen Gleiberman,fresh,0109707,Entertainment Weekly,,2011-09-07,12969,Ed Wood
Todd McCarthy,fresh,0109707,Variety,"Beguiling rather than thrilling, oddly charming instead of transporting, meaning that Disney will have its work cut out for it with what is at heart a cult movie and a film buff's dream.",2008-10-05,12969,Ed Wood
Geoff Andrew,fresh,0109707,Time Out,"It certainly succeeds as a funny, touching tribute to tenacity, energy, ambition and friendship.",2006-01-26,12969,Ed Wood
Janet Maslin,fresh,0109707,New York Times,"Mr. Depp isn't best known as a comic actor, but he gives a witty and captivating performance, bringing wonderful buoyancy to this crazy role.",2003-05-20,12969,Ed Wood
Peter Travers,fresh,0109707,Rolling Stone,"Outrageously disjointed and just as outrageously entertaining, the picture stands as a successful outsider's tribute to a failed kindred spirit.",2001-05-12,12969,Ed Wood
John Hartl,fresh,0109707,Film.com,"In his finest, funniest, most poignant film to date, Tim Burton plays cinematic alchemist, turning drive-in schlock into movie gold.",2000-01-01,12969,Ed Wood
Richard Corliss,rotten,0109707,TIME Magazine,This Ed Wood is dead wood.,2000-01-01,12969,Ed Wood
Lucy Mohl,fresh,0109707,Film.com,[An] oddly affectionate bio-pic.,2000-01-01,12969,Ed Wood
Edward Guthmann,fresh,0109707,San Francisco Chronicle,"An entertaining, oddly affectionate look at the cross-dressing grade-Z moviemaker.",2000-01-01,12969,Ed Wood
Roger Ebert,fresh,0109707,Chicago Sun-Times,"The movie's black and white photography convincingly recaptures the look and feel of 1950s sleaze, including some of the least convincing special effects in movie history.",2000-01-01,12969,Ed Wood
James Berardinelli,rotten,0109707,ReelViews,"Given the finished film, one also has to wonder if Ed Wood was interesting enough to base a two- hour movie on.",2000-01-01,12969,Ed Wood
Hal Hinson,fresh,0109707,Washington Post,"Making a movie about the life of Ed Wood certainly qualifies as an impossible dream, but Burton has pulled it off with wit, imagination and something amazingly close to grace.",2000-01-01,12969,Ed Wood
Desson Thomson,rotten,0109707,Washington Post,"Burton has evoked the surface of Ed Wood's life, but in a story about a man who loves angora and frilly panties, he has barely unbuttoned Wood's uniform.",2000-01-01,12969,Ed Wood
,fresh,0109707,Entertainment Weekly,,1994-09-28,12969,Ed Wood
Lisa Schwarzbaum,rotten,0113117,Entertainment Weekly,,2011-09-07,10131,French Kiss
Joe Morgenstern,none,0113117,Wall Street Journal,,2011-01-22,10131,French Kiss
Brian Lowry,none,0113117,Variety,,2009-03-26,10131,French Kiss
,none,0113117,Time Out,,2006-01-26,10131,French Kiss
Janet Maslin,none,0113117,New York Times,,2003-05-20,10131,French Kiss
Mick LaSalle,fresh,0113117,San Francisco Chronicle,,2002-06-18,10131,French Kiss
,none,0113117,Globe and Mail,,2002-04-12,10131,French Kiss
Peter Rainer,none,0113117,Los Angeles Times,,2001-02-13,10131,French Kiss
Desson Thomson,none,0113117,Washington Post,,2000-01-01,10131,French Kiss
Roger Ebert,rotten,0113117,Chicago Sun-Times,,2000-01-01,10131,French Kiss
Rita Kempley,none,0113117,Washington Post,,2000-01-01,10131,French Kiss
James Berardinelli,rotten,0113117,ReelViews,The delicate air of romance that often makes this sort of film worthwhile is absent.,2000-01-01,10131,French Kiss
,rotten,0113117,Entertainment Weekly,,1995-05-05,10131,French Kiss
Owen Gleiberman,rotten,0113097,Entertainment Weekly,,2011-09-07,11106,Forget Paris
,none,0113097,Variety,,2009-03-26,11106,Forget Paris
,rotten,0113097,Time Out,"Like the relationship it depicts, everything goes terribly slack in the middle.",2006-01-26,11106,Forget Paris
Caryn James,rotten,0113097,New York Times,Mr. Crystal's style as a director is smoothe and bland.,2003-05-20,11106,Forget Paris
Mick LaSalle,rotten,0113097,San Francisco Chronicle,"Since the stories are none too startling, it's hard to see why these otherwise bright people should be so enthusiastic about boring themselves.",2002-06-18,11106,Forget Paris
James Berardinelli,rotten,0113097,ReelViews,"With its uneven tone, Forget Paris doesn't have enough comedy or heartfelt romance to eclipse its faults.",2000-01-01,11106,Forget Paris
Roger Ebert,fresh,0113097,Chicago Sun-Times,It all works.,2000-01-01,11106,Forget Paris
Desson Thomson,rotten,0113097,Washington Post,"This movie has such a naked desire to evoke the human condition, you want to throw a blanket over it.",2000-01-01,11106,Forget Paris
Hal Hinson,rotten,0113097,Washington Post,Shamelessly schmaltzy.,2000-01-01,11106,Forget Paris
Susan Wloszczyna,fresh,0113097,USA Today,"In the marriage-go-round Forget Paris, Debra Winger falls for Billy Crystal because he makes her laugh. Likewise, you will forgive Forget its faults because it will make you chuckle. Hard. And often.",2000-01-01,11106,Forget Paris
,rotten,0113097,Entertainment Weekly,,1995-05-19,11106,Forget Paris
Leonard Klady,none,0113028,Variety,,2009-03-27,12062,Far From Home - The Adventures Of Yellow Dog
,none,0113028,Time Out,,2006-01-26,12062,Far From Home - The Adventures Of Yellow Dog
Stephen Holden,none,0113028,New York Times,,2003-05-20,12062,Far From Home - The Adventures Of Yellow Dog
,none,0113028,Globe and Mail,,2002-04-12,12062,Far From Home - The Adventures Of Yellow Dog
,none,0113028,Los Angeles Times,,2001-02-13,12062,Far From Home - The Adventures Of Yellow Dog
Peter Stack,none,0113028,San Francisco Chronicle,,2000-01-01,12062,Far From Home - The Adventures Of Yellow Dog
William F. Powers,none,0113028,Washington Post,,2000-01-01,12062,Far From Home - The Adventures Of Yellow Dog
Todd McCarthy,none,0113198,Variety,,2009-03-27,9564,A Goofy Movie
Derek Adams,rotten,0113198,Time Out,Insipid songs and not much story.,2006-02-09,9564,A Goofy Movie
Stephen Holden,none,0113198,New York Times,,2004-08-30,9564,A Goofy Movie
Peter Rainer,none,0113198,Los Angeles Times,,2001-02-13,9564,A Goofy Movie
Peter Stack,rotten,0113198,San Francisco Chronicle,"An incoherent mess that jumps from one unlikely, brainless, crash-bang situation to another.",2000-01-01,9564,A Goofy Movie
Roger Ebert,fresh,0113198,Chicago Sun-Times,,2000-01-01,9564,A Goofy Movie
Michael O'Sullivan,none,0113303,Washington Post,,2011-09-24,15714,Hideaway
Owen Gleiberman,rotten,0113303,Entertainment Weekly,,2011-09-07,15714,Hideaway
Manohla Dargis,none,0113303,New York Times,,2010-09-13,15714,Hideaway
David Denby,none,0113303,New Yorker,,2010-09-07,15714,Hideaway
Leonard Klady,none,0113303,Variety,,2009-03-26,15714,Hideaway
Janet Maslin,none,0113303,New York Times,,2003-05-20,15714,Hideaway
Mick LaSalle,rotten,0113303,San Francisco Chronicle,,2002-06-18,15714,Hideaway
,none,0113303,Globe and Mail,,2002-04-12,15714,Hideaway
Peter Rainer,none,0113303,Los Angeles Times,,2001-02-13,15714,Hideaway
Roger Ebert,fresh,0113303,Chicago Sun-Times,,2000-01-01,15714,Hideaway
Rita Kempley,none,0113303,Washington Post,,2000-01-01,15714,Hideaway
James Berardinelli,rotten,0113303,ReelViews,,2000-01-01,15714,Hideaway
,rotten,0113303,Entertainment Weekly,,1995-03-03,15714,Hideaway
Lisa Schwarzbaum,rotten,0113089,Entertainment Weekly,,2011-09-07,10846,Fluke
,none,0113089,Variety,,2009-03-26,10846,Fluke
Emanuel Levy,rotten,0113089,Variety,"This strange family fare, about a dog that was once a man, tries unsuccessfully to combine the expected magic of animal adventures with some more serious ideas.",2007-06-25,10846,Fluke
Caryn James,none,0113089,New York Times,,2004-08-30,10846,Fluke
,none,0113089,Globe and Mail,,2002-04-12,10846,Fluke
Kevin Thomas,none,0113089,Los Angeles Times,,2001-02-13,10846,Fluke
Peter Stack,none,0113089,San Francisco Chronicle,,2000-01-01,10846,Fluke
Rita Kempley,none,0113089,Washington Post,,2000-01-01,10846,Fluke
Desson Thomson,none,0113089,Washington Post,,2000-01-01,10846,Fluke
Mike Clark,rotten,0113089,USA Today,"As if banal platitudes about work-vs. -family aren't insufferable enough, there's a kicker gag involving Jackson that'll even have Mister Rogers begging for Pulp Fiction II.",2000-01-01,10846,Fluke
,rotten,0113089,Entertainment Weekly,,1995-06-02,10846,Fluke
Owen Gleiberman,rotten,0109771,Entertainment Weekly,,2011-09-07,13801,Farinelli
Lisa Nesselson,none,0109771,Variety,,2009-04-01,13801,Farinelli
,none,0109771,Time Out,,2006-01-26,13801,Farinelli
Janet Maslin,none,0109771,New York Times,,2004-08-30,13801,Farinelli
Kevin Thomas,fresh,0109771,Los Angeles Times,Artistry abounds in every aspect of the film.,2001-02-13,13801,Farinelli
Stanley Kauffmann,none,0109771,The New Republic,,2000-01-01,13801,Farinelli
Desson Thomson,rotten,0109771,Washington Post,There's something too artificial and highfalutin about the movie.,2000-01-01,13801,Farinelli
James Berardinelli,fresh,0109771,ReelViews,"A fascinating, if occasionally overly melodramatic, recreation of a period when Baroque music ruled Europe.",2000-01-01,13801,Farinelli
Hal Hinson,rotten,0109771,Washington Post,"Because Carlo Broschi, the 18th-century castrato singer known as Farinelli, was himself such an exotic and sensationalistic figure, you'd think that creating a dull movie out of his flamboyant life would be next to impossible. Think again.",2000-01-01,13801,Farinelli
Edward Guthmann,rotten,0109771,San Francisco Chronicle,"Glossy and histrionic, salacious and empty, Farinelli reduces a fascinating story to a series of hissy fits and leering glances.",2000-01-01,13801,Farinelli
Roger Ebert,rotten,0109771,Chicago Sun-Times,"Farinelli, one of the 1995 Oscar nominees in the foreign film category, is onto an interesting story, all right, but it leaves us feeling, like some of Farinelli's lovers, that something is missing.",2000-01-01,13801,Farinelli
Variety Staff,rotten,0080745,Variety,"The expensive new version of Flash Gordon is a lot more gaudy, and just as dumb, as the original series starring Buster Crabbe.",2009-03-26,10762,Flash Gordon
Dave Kehr,fresh,0080745,Chicago Reader,A respectable time-waster.,2007-04-16,10762,Flash Gordon
,fresh,0080745,Time Out,"The narrative is a little plodding, but adult punters will soon slip back into areverie for the lost visions of Saturday morning cinema.",2006-01-26,10762,Flash Gordon
Roger Ebert,fresh,0080745,Chicago Sun-Times,"Is it fun? Yeah, sort of, it is.",2004-10-23,10762,Flash Gordon
Dennis Harvey,none,0113234,Variety,,2009-04-07,17713,Gumby: The Movie
David Kronke,none,0113234,Los Angeles Times,,2001-02-13,17713,Gumby: The Movie
Edward Guthmann,none,0113234,San Francisco Chronicle,,2000-01-01,17713,Gumby: The Movie
Owen Gleiberman,rotten,0109906,Entertainment Weekly,"Ambition is something to respect in an artist, but Charles Burnett's police-corruption drama The Glass Shield is such a maladroit piece of filmmaking that its weighty themes and sclerotic tangle of a plot end up making it a trial to sit through.",2010-07-06,12588,The Glass Shield (The Johnny Johnson Trial)
Todd McCarthy,fresh,0109906,Variety,A powerful moral drama that tries to deal with the racism at the root of many problems in contempo American society.,2009-03-26,12588,The Glass Shield (The Johnny Johnson Trial)
,rotten,0109906,Time Out,"The movie feels sketchy, as if Burnett chopped the flesh off his screenplay and left us only the bare bones.",2006-06-24,12588,The Glass Shield (The Johnny Johnson Trial)
Peter Rainer,fresh,0109906,Los Angeles Times,"It's a rigorous, angry piece of work, but it misses out on the psychological depths that have made Burnett's previous films among the glories of recent American independent moviemaking.",2001-02-13,12588,The Glass Shield (The Johnny Johnson Trial)
Peter Stack,rotten,0109906,San Francisco Chronicle,"An implausible, wearisome clunker trying to ring true but making only dull thuds.",2000-01-01,12588,The Glass Shield (The Johnny Johnson Trial)
James Berardinelli,rotten,0109906,ReelViews,"Burnett's screenplay has a tendency to be a little too preachy, especially during the unsatisfying final scene. There's a fine line between getting the message across through subtlety and becoming didactic...",2000-01-01,12588,The Glass Shield (The Johnny Johnson Trial)
Hal Hinson,rotten,0109906,Washington Post,"It has both ideas and a point of view. But the ideas are far from new, and the point of view is blatantly knee-jerk.",2000-01-01,12588,The Glass Shield (The Johnny Johnson Trial)
Mike Clark,fresh,0109906,USA Today,"Though no masterpiece, the film is an interesting sidebar for moviegoers who try to keep up; it's like a '50s film noir oddity you catch on 3 a.m. TV, only to find that it's become a more scintillating view than Ben-Hur.",2000-01-01,12588,The Glass Shield (The Johnny Johnson Trial)
Owen Gleiberman,fresh,0110057,Entertainment Weekly,,2011-09-07,12741,Hoop Dreams
Richard Corliss,fresh,0110057,TIME Magazine,"It's about three hours long. But it moves like Isiah, fast and smooth, and it's over in a heartbreak.",2008-08-03,12741,Hoop Dreams
David Ansen,fresh,0110057,Newsweek,"Hoop Dreams has shown us that the rules of the game are stacked against kids like Gates and Agee. Even better, it shows us how they fight back, with the inside moves of hope.",2008-03-31,12741,Hoop Dreams
Jonathan Rosenbaum,fresh,0110057,Chicago Reader,A heady dose of the American dream and the American nightmare combined -- a numbing investigation of how one point on an exam or one basket or turnover in a game can make all the difference in a family's fortunes.,2007-03-21,12741,Hoop Dreams
Todd McCarthy,fresh,0110057,Variety,"A prodigious achievement that conveys the fabric of modern American life, aspirations and incidentally, sports, in close-up and at length, Hoop Dreams is a documentary slam dunk.",2007-03-21,12741,Hoop Dreams
Derek Adams,fresh,0110057,Time Out,Unforgettable.,2006-06-24,12741,Hoop Dreams
Douglas Pratt,fresh,0110057,Hollywood Reporter,An ironic drama so beautifully sculpted it could be transposed without alteration into a fictional film.,2005-06-08,12741,Hoop Dreams
Caryn James,fresh,0110057,New York Times,The film's great achievement is to reveal the relentless way in which coaches and recruiters refuse to see Arthur and William as anything other than social cliches.,2003-05-20,12741,Hoop Dreams
Roger Ebert,fresh,0110057,Chicago Sun-Times,Along the way it becomes a revealing and heartbreaking story about life in America.,2000-01-01,12741,Hoop Dreams
Hal Hinson,fresh,0110057,Washington Post,The most powerful movie about sports ever made.,2000-01-01,12741,Hoop Dreams
Desson Thomson,fresh,0110057,Washington Post,An extraordinarily affecting documentary.,2000-01-01,12741,Hoop Dreams
James Berardinelli,fresh,0110057,ReelViews,This picture has a legitimate dramatic structure that is equally as compelling as a scripted slice of fiction.,2000-01-01,12741,Hoop Dreams
Mick LaSalle,fresh,0110057,San Francisco Chronicle,A documentary that breathes new life into the subject by showing the everyday reality of that dream.,2000-01-01,12741,Hoop Dreams
,fresh,0110057,Entertainment Weekly,,1994-10-14,12741,Hoop Dreams
Owen Gleiberman,fresh,0110005,Entertainment Weekly,Lynskey and Winslet are extraordinary actresses.,2011-09-07,22544,Heavenly Creatures
David Rooney,fresh,0110005,Variety,"Combines original vision, a drop-dead command of the medium and a successful marriage between a dazzling, kinetic techno-show and a complex, credible portrait of the out-of-control relationship between the crime's two schoolgirl perpetrators.",2008-02-11,22544,Heavenly Creatures
Jonathan Rosenbaum,fresh,0110005,Chicago Reader,"Unlike the campy excess of Jackson's earlier Dead Alive, deliberate overkill ltimately points toward a dearth of ideas rather than a surfeit.",2008-02-11,22544,Heavenly Creatures
Geoff Andrew,fresh,0110005,Time Out,"Acted with conviction, and directed and written with febrile vibrancy.",2006-06-24,22544,Heavenly Creatures
Joe Williams,fresh,0110005,St. Louis Post-Dispatch,,2005-07-07,22544,Heavenly Creatures
Janet Maslin,fresh,0110005,New York Times,"Stylish and eerily compelling before it overplays its campy excesses, Heavenly Creatures does have a feverish intensity to recommend it.",2003-05-20,22544,Heavenly Creatures
Peter Travers,fresh,0110005,Rolling Stone,1994 spellbinder.,2001-05-12,22544,Heavenly Creatures
James Berardinelli,fresh,0110005,ReelViews,"Revealed in unforgettable fashion by a capable director, the events that unfold in this film are not easily forgotten.",2000-01-01,22544,Heavenly Creatures
Desson Thomson,fresh,0110005,Washington Post,"Jackson (who wrote the script with Frances Walsh) evokes the girlsa(TM) fantasy world with scenes featuring plasticene figures, creating an eerie, metaphysical dimension to the movie.",2000-01-01,22544,Heavenly Creatures
Hal Hinson,fresh,0110005,Washington Post,"Powerful, evocative movie.",2000-01-01,22544,Heavenly Creatures
Edward Guthmann,fresh,0110005,San Francisco Chronicle,An unforgettable experience.,2000-01-01,22544,Heavenly Creatures
Roger Ebert,fresh,0110005,Chicago Sun-Times,"What makes Jackson's film enthralling and frightening is the way it shows these two unhappy girls, creating an alternative world so safe and attractive they thought it was worth killing for.",2000-01-01,22544,Heavenly Creatures
Caryn James,rotten,0110066,New York Times,"Turns out to be an inane fish-out-of-water comedy. Along the way it turns into a virtual McDonald's commercial, too. The fact that you can hardly tell the difference is a good clue to the movie's bad-television flavor.",2003-05-20,11433,Houseguest
Kevin Thomas,fresh,0110066,Los Angeles Times,"As good-natured as its big, beefy star, comedian Sinbad.",2001-02-13,11433,Houseguest
Mick LaSalle,fresh,0110066,San Francisco Chronicle,"In its worst moments, Houseguest becomes a struggle in which a very human comedian fights to project his personality over the director's technological muddle. But the good news is that Sinbad wins.",2000-01-01,11433,Houseguest
James Berardinelli,rotten,0110066,ReelViews,"Plot-wise, there's little here beyond a few insubstantial strands.",2000-01-01,11433,Houseguest
Lisa Schwarzbaum,fresh,0110066,Entertainment Weekly,,1995-01-06,11433,Houseguest
Owen Gleiberman,fresh,0110116,Entertainment Weekly,,2011-09-07,12986,Immortal Beloved
Todd McCarthy,none,0110116,Variety,,2008-10-18,12986,Immortal Beloved
Geoff Andrew,none,0110116,Time Out,,2006-02-09,12986,Immortal Beloved
Janet Maslin,none,0110116,New York Times,,2003-05-20,12986,Immortal Beloved
Jonathan Rosenbaum,none,0110116,Chicago Reader,,2002-06-12,12986,Immortal Beloved
,none,0110116,Globe and Mail,,2002-04-12,12986,Immortal Beloved
Mick LaSalle,none,0110116,San Francisco Chronicle,,2000-01-01,12986,Immortal Beloved
